""	"taxon"	"lfc_(Intercept)"	"lfc_fractionRNA"	"lfc_typeafter"	"se_(Intercept)"	"se_fractionRNA"	"se_typeafter"	"W_(Intercept)"	"W_fractionRNA"	"W_typeafter"	"p_(Intercept)"	"p_fractionRNA"	"p_typeafter"	"q_(Intercept)"	"q_fractionRNA"	"q_typeafter"	"diff_(Intercept)"	"diff_fractionRNA"	"diff_typeafter"	"passed_ss_(Intercept)"	"passed_ss_fractionRNA"	"passed_ss_typeafter"
"89"	"SBR1031"	-0.319692578787992	2.20366077040705	-0.315842940144808	0.135088442803628	0.204113198022721	0.217933897181488	-2.36654277859072	10.7962679128752	-1.44926027676082	0.0642274797677412	0.000118255427988386	0.206944243696731	1	0.0117072873708502	1	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE
"90"	"Micavibrionales"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
"91"	"WCHB1-41"	-0.351027300435097	0.762267856169467	0.144074787722478	0.120856010114745	0.207088569347019	0.220072141087691	-2.90450843199125	3.68087846940568	0.65467072302018	0.0622736549780278	0.0347360087975057	0.559394746930358	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
"92"	"Defluviicoccales"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1	1	1	1	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
"93"	"Ardenticatenales"	0.039720496206212	0.321985917121611	0.170208513322368	0.111427231779985	0.198098234883123	0.211892960925111	0.356470277253596	1.62538508892611	0.803275920914263	0.75558248480144	0.245586464658773	0.506108893198912	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
"94"	"Calditrichales"	-1.07317624256744	2.35183947943895	1.60358827185169	0.0865538440074886	0.191507387879959	0.206529830913391	-12.398943742748	12.2806723305794	7.7644389905309	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
"95"	"Myxococcales"	-1.14116095056631	2.42713694828713	0.567335440456525	0.0858524376657267	0.189900443988879	0.204769009104762	-13.2921205453655	12.7811020201157	2.77061183690288	0.0478044685976409	0.0497081928209013	0.22051211292038	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
"96"	"Woesearchaeales"	0.0692962247790283	-0.243928755403234	0.285855973849888	0.19783213217915	0.255935435893805	0.267920091314573	0.350277904886937	-0.953087072727384	1.06694489557431	0.731000301390007	0.355653178333059	0.302868795432605	1	1	1	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
"97"	"SS1-B-02-17"	-0.473579162800764	0.903761088426347	0.22748158871979	0.11128573628028	0.196320221787131	0.209873963239862	-4.25552437023939	4.60350482593837	1.08389618801739	0.146932620568642	0.136174649051913	0.474383971410684	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
"98"	"Izemoplasmatales"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
"99"	"Absconditabacteriales (SR1)"	0.103944910205544	0.583150315351943	0.616362444129439	0.101378500296791	0.19359759364478	0.20769795676049	1.02531512994609	3.01217749855884	2.96759031115654	0.492043078723853	0.204060343291675	0.206916280031017	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
"100"	"Margulisbacteria"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE
"101"	"Caenarcaniphilales"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
"102"	"Omnitrophales"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1	1	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
"103"	"Gastranaerophilales"	-0.170708161961483	0.929723905631915	0.253098993008677	0.0860466032591575	0.189929446213114	0.204783898140349	-1.98390355337258	4.89510143987205	1.23593209870053	0.297229972461782	0.128287262423611	0.433072525867411	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
