""	"taxon"	"lfc_(Intercept)"	"lfc_fractionRNA"	"lfc_typeafter"	"se_(Intercept)"	"se_fractionRNA"	"se_typeafter"	"W_(Intercept)"	"W_fractionRNA"	"W_typeafter"	"p_(Intercept)"	"p_fractionRNA"	"p_typeafter"	"q_(Intercept)"	"q_fractionRNA"	"q_typeafter"	"diff_(Intercept)"	"diff_fractionRNA"	"diff_typeafter"	"passed_ss_(Intercept)"	"passed_ss_fractionRNA"	"passed_ss_typeafter"
"91"	"JGI 0000069-P22"	0.0260495451832794	-0.0685895689313967	-0.18479264213199	0.292958570305822	0.370541906296201	0.341179647854676	0.0889188705286419	-0.185106104777709	-0.541628562236812	0.93090199482691	0.8568462236504	0.59993327078722	1	1	1	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
"92"	"BD7-11"	-0.186385305641798	0.320424909755264	-0.0536745850732662	0.235503713682281	0.25208094739806	0.253144172771854	-0.791432554194246	1.27111911099446	-0.212031683311314	0.46456256285912	0.259609809680161	0.840454682360335	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
"93"	"OM27 clade"	0.144620254154977	-0.255156554268912	-0.504993640926258	0.180761795285252	0.230814647966528	0.243201013785668	0.800059846311874	-1.1054608384556	-2.07644545993261	0.438052417051273	0.288999222942175	0.0582466731061644	1	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"94"	"Bacteroidales"	-1.07519573893174	0.790964387174001	1.24192684154473	0.0915801584265821	0.20263675329827	0.220569489893406	-11.7404878677263	3.90336093674847	5.63054682741892	0.00717683150951233	0.0598056997523607	0.0301246456230122	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE
"95"	"Stappiaceae"	-0.883197714799107	1.03337784180733	0.965851923170338	0.0840115132102913	0.183922265876594	0.198093385416248	-10.5128176014203	5.6185575839996	4.87574040466228	0.000134431540159358	0.00247188268393475	0.00456993398376577	0.0233910879877284	0.410332525533169	0.763178975288883	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE
"96"	"Candidatus Megaira"	1.0153969214015	-0.69060412952256	-0.888423383212918	0.114781060961489	0.213999055603858	0.226800390090257	8.84638034267845	-3.22713634213865	-3.91720394686871	0.00090150705707377	0.0320625256603606	0.0172884005492501	0.148748664417172	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
"97"	"Rothia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
"98"	"Phormidesmiaceae"	-0.801818228825556	3.63362853674137	-2.98573019405496	0.270625832104938	0.285478574777395	0.292567355333757	-2.96282961086524	12.7282004948173	-10.2052745790756	0.059408848118987	0.00104617034892325	0.00200532530585307	1	0.180987470363722	0.344915952606728	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
"99"	"Oligoflexaceae"	0.0684642386843616	0.0823215301824625	0.108585346180316	0.151560784965015	0.246525017686365	0.265361356850323	0.451727923553347	0.333927692025131	0.409198036478096	0.657528287196119	0.742770753067568	0.687819715681416	1	1	1	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
"100"	"Pla4 lineage"	-0.716583431026721	0.852272008730857	0.927098158269152	0.086328296599026	0.18956779119616	0.204925136828685	-8.30067844793785	4.49586927902193	4.52408217272143	0.0763270684646291	0.139332833413633	0.138491167851189	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
"101"	"Enhydrobacter"	-0.857592466398059	0.908655201601762	0.972482906799894	0.0969990459197917	0.214360184247148	0.218889269901673	-8.84124640882757	4.23891780459623	4.44280757680239	0.000307593992630194	0.0081780744570071	0.00674724088995306	0.0529061667323934	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
"102"	"Microcystaceae"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
"103"	"Crocinitomix"	-0.451828216740627	0.149207389513685	0.44730505294085	0.11472909680573	0.192247322939806	0.205472095033001	-3.93821819678146	0.776122066263582	2.17696253532145	0.0169852035131683	0.481011256239213	0.0950667799716165	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
"104"	"Pirellulaceae"	-0.633797096797846	-0.799749401385064	0.82136608288579	0.122362993020536	0.207823523624397	0.225835824942893	-5.17964689447793	-3.84821403966985	3.63700525854783	0.0139688629730445	0.0309775081298867	0.0358168959023481	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE
"105"	"Bacteroidia"	-0.643120338681956	0.389916899928119	1.49247536845684	0.126177519681226	0.288864430391826	0.290111889110811	-5.0969486506529	1.34982662766482	5.14448192051437	0.00140426593855502	0.219090474875388	0.00133211365548426	0.228895347984468	1	0.235784117020714	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
"106"	"Halieaceae"	0.174900149641527	0.250973528296878	-0.902990392620239	0.0864939713577091	0.189162544126477	0.204505161934678	2.02210797927408	1.32676122250224	-4.41548948729551	0.292377052102885	0.411176509981725	0.141786911092712	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
"107"	"Halarcobacter"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1	1	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"108"	"Cyanobium PCC-6307"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
"109"	"Lentimonas"	0.0273296967193541	-1.21267237050936	-0.157163615108851	0.0900805775132937	0.189648502370526	0.203454871032658	0.303391668590501	-6.3943155645917	-0.772474083865132	0.78141473316139	0.00774663770918733	0.496109893807325	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
"110"	"OM190"	-0.425812732891759	0.486944264454288	0.532349469503826	0.141054262911064	0.24473389890869	0.247858672231396	-3.01878670026611	1.98968866440511	2.1477944052199	0.0116810111660422	0.0720651761792774	0.0548569606870541	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
"111"	"Unknown Family_1"	-0.731667042378828	0.793381770221316	1.33841208881417	0.0972718876139104	0.211221746289767	0.218440061604825	-7.5218756449237	3.75615571861103	6.12713656543212	0.00486997573497928	0.0329767931192269	0.00874066340933616	0.720756408776934	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
"112"	"PB19"	-0.754742996036994	1.00175460776196	1.17984075431319	0.111186905185164	0.223770348274357	0.245575795755817	-6.78805651420993	4.47670844456005	4.80438534539591	8.01259858748688e-05	0.00153970595340182	0.000967787597429235	0.0141021735139769	0.263289718031712	0.172266192342404	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE
"113"	"Cyanobacteriales"	0.324657349896858	0.180260722606499	NA	0.0867926894636718	0.191636211443789	NA	3.74060709378924	0.940640191373086	NA	0.166302558981279	0.519466694125859	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
"114"	"Lewinella"	-0.0729765209094412	-0.126991140005104	0.603656016782395	0.125358290454618	0.270151812301052	0.259952788166118	-0.58214355544247	-0.470073248531784	2.3221755805775	0.601331956464464	0.670363636406057	0.10287958836749	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
"115"	"Methylobacterium-Methylorubrum"	-0.979723245451856	2.16326129900559	0.270799865129379	0.0863436787406835	0.190604987722485	0.206141508651894	-11.3467860038054	11.3494474874668	1.31366005274887	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
"116"	"Marinoscillum"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE
"117"	"Psychrosphaera"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
"118"	"Bacteriovoracaceae"	-0.125267755645258	-0.0236147293408315	0.20355022115071	0.154731721744982	0.211919042544985	0.225621951831275	-0.809580312508354	-0.111432786111322	0.902173833257718	0.444825055467019	0.914401058162461	0.396944423290129	1	1	1	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
"119"	"FS142-36B-02"	-0.550501953224677	0.367953527808761	0.575877832492324	0.0922321762314734	0.211742791623727	0.218947573994947	-5.96865406106316	1.73773815385708	2.63020878461807	0.00941038693178837	0.180648338871018	0.0783110854787586	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
"120"	"SAR324 clade(Marine group B)"	-0.683673096739705	0.831215151698373	0.570036516693877	0.161722080138159	0.232891432697111	0.246288396607062	-4.2274567341432	3.56911004441892	2.31450821291973	0.00390039561050883	0.00910775310564475	0.0538281207992736	0.596760528407851	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
"121"	"Aureispira"	-0.942243976266524	1.28707388096184	1.2180524270243	0.106216962289133	0.215274446808654	0.240160329455448	-8.87093695733494	5.97875827829138	5.07183026350013	4.68543231079381e-05	0.000553882255282041	0.00144413985173058	0.00834006951321298	0.0980371591849213	0.252724474052851	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE
"122"	"BD2-11 terrestrial group"	1.91185396460634	1.38427940584046	-2.38241280727916	0.0856445314728401	0.188999510439536	0.204389765568116	22.3231294716421	7.32424863229111	-11.6562235915144	0.0284993393492776	0.0863853321324615	0.0544828919012934	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
"123"	"OM182 clade"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
"124"	"Portibacter"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
"125"	"Cloacibacterium"	0.371695329934091	0.67526121791989	-1.12432631299779	0.090689815863053	0.209499529515499	0.217077136745249	4.0985343987838	3.22321114267674	-5.17938613828889	0.0546928470543458	0.0842666087237177	0.0353144087119528	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
"126"	"Lentisphaeria"	-0.693911376747001	-0.218408038452941	0.887292837322881	0.0994344063688302	0.190788631216312	0.205294022984383	-6.97858419522401	-1.14476442888945	4.32205879364729	0.0199220622055406	0.370826713854149	0.0495847749190638	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
"127"	"Latescibacterota"	-0.443144415804346	0.1936593112129	0.753165940323744	0.129091683789763	0.232021448047227	0.246224800405308	-3.43278825401368	0.834661247237287	3.05885491260005	0.180458713567373	0.557217291894477	0.201150993463232	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
"128"	"Sphingobium"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1	1	1	1	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
"129"	"Turneriella"	-0.435094594508579	0.640852997440404	-0.231729497954545	0.0935217666137351	0.189773149613712	0.20441094261665	-4.6523350687505	3.37694241121506	-1.1336452686348	0.0432279599681839	0.0776183463665169	0.374540098320028	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
"130"	"PRD18C08"	-0.891056918797247	0.856183334908744	1.08553573207064	0.0863436787406835	0.190604987722485	0.206141508651894	-10.3198859695724	4.49192513343524	5.2659735497704	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
"131"	"Rhodothermaceae"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1	1	1	1	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
"132"	"Niveispirillum"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
"133"	"Coxiella"	-0.102225853320537	-0.0951588671459997	0.0439942766177362	0.104904820920704	0.197092659719954	0.209229759584494	-0.974462874283038	-0.482812841844083	0.21026777789691	0.362290311192976	0.643961976629142	0.839448056617967	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
"134"	"Rubinisphaeraceae"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
"135"	"Flavobacterium"	0.534632469407503	0.252214098053548	NA	0.0980653852406029	0.217547328622142	NA	5.45179594304132	1.15935277004306	NA	0.01212271683421	0.330206351455606	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE
"136"	"Desulfosarcina"	-0.429977948508029	0.86557336385041	0.189065714350113	0.0863436787406835	0.190604987722485	0.206141508651894	-4.97984281859688	4.54118947354442	0.917164697137163	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
"137"	"BIrii41"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE
"138"	"Cellvibrionaceae"	-0.608548580424764	0.903462826112182	0.257535074808391	0.145904560272139	0.204714143887662	0.218175253495087	-4.17086744437397	4.41328971684518	1.1804046090598	0.00311839113519019	0.00224651758701022	0.271744007967348	0.48646901708967	0.377802483308826	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
"139"	"Acholeplasma"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
"140"	"Clostridium sensu stricto 1"	-0.127085957366681	0.689588016488261	1.19396690198164	0.0927463233112791	0.190589344259877	0.205633234575948	-1.37025331926258	3.6181876755291	5.80629344494729	0.401351903603123	0.171664579604291	0.108577871222087	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
"141"	"Cytophagales"	-0.862163461555797	1.55724002198856	NA	0.176443982484067	0.220149209457316	NA	-4.88632964081758	7.07356626820176	NA	0.12851135980812	0.0894073451677616	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
"142"	"Chlamydiales"	-0.686990308234408	1.45063492234478	0.340884200089924	0.0859488507115068	0.189698294870492	0.205148714900562	-7.99301331602837	7.64706358238561	1.66164433569645	0.0792353358464854	0.082780494270724	0.344889966331152	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
"143"	"vadinHA49"	-0.512011063800954	-0.685067982179873	1.20928793579061	0.118078191076781	0.203485370995358	0.214408361973877	-4.33620348628151	-3.36666945062848	5.64011554706967	0.00745556303319651	0.019962082572529	0.00243045727375132	1	1	0.413177736537725	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
"144"	"Spirochaeta 2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1	1	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
"145"	"BD1-7 clade"	-0.791749791577882	1.95496263448334	-0.753562447219642	0.0904734404766754	0.194026775034684	0.209692425400855	-8.75118473892899	10.0757363726417	-3.59365602157116	0.0128073751045629	0.00970703914585303	0.0694619387427163	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
"146"	"Lactobacillus"	-2.41865394909797	2.56410445854622	1.02391792003357	0.0867216271384283	0.193249965391086	0.20709198117066	-27.8898589533754	13.2683307516105	4.94426637982559	0.0228164355345447	0.0478898581439649	0.127045357738133	1	1	1	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
"147"	"Sva0081 sediment group"	-0.0716705415308632	0.461443456358067	NA	0.0888506309811549	0.196363842660129	NA	-0.806640771589618	2.34994105893896	NA	0.567877079348406	0.256131318723137	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
"148"	"Candidatus Nitrosopumilus"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
"149"	"Pla3 lineage"	-0.607380881831142	1.23251125200488	0.91869011685046	0.156254940906675	0.208737790638695	0.219301556273718	-3.88711472614428	5.90459086605089	4.18916369067537	0.017733924787865	0.00411714875403869	0.0138158254958389	1	0.671095246908306	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
"150"	"Flammeovirgaceae"	-0.487363384179966	0.94450217600754	0.891562481514524	0.0858987697793437	0.190020347705747	0.205022796266373	-5.67369457597475	4.97053177415577	4.34860170552045	0.111064813893074	0.126391568899782	0.143894801614763	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
"151"	"Chryseobacterium"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
"152"	"Lachnospiraceae"	0.0912721279745113	-0.203845181804695	-0.551195603739012	0.135424014573387	0.203157508128113	0.215698654353426	0.673972989665362	-1.00338492868375	-2.55539658043424	0.622456600781202	0.498924365234713	0.237464798196484	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
"153"	"A4b"	-0.660734278390939	2.20366077040705	0.245305801523968	0.094766024844313	0.194258705820033	0.211368525319215	-6.97226964491157	11.3439485818905	1.16055974347884	0.0060546139531277	0.00146946769992278	0.329783477906079	0.890028251109772	0.252748444386719	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
"154"	"Flavobacteriales"	-0.235126385534868	-0.221263356427702	1.91237326379165	0.0884237984848985	0.200725974014637	0.21123636826629	-2.65908487945158	-1.10231552002118	9.05323869884407	0.117101003580715	0.385235596474178	0.0119820579653635	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
"155"	"WCHB1-41"	-0.351027300435097	0.762267856169467	0.144074787722478	0.120705584489108	0.206254350951146	0.219707755473233	-2.90812808637511	3.69576618701256	0.655756495314207	0.0620908871025753	0.0343787252471448	0.558783919464884	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
"156"	"Ardenticatenales"	0.039720496206212	0.321985917121611	0.170208513322368	0.111264059462848	0.197225993205492	0.211514485134649	0.35699305236544	1.63257343460875	0.804713271594683	0.755245496515166	0.244154342027135	0.505441152707362	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
"157"	"SUP05 cluster"	-1.48773454084629	0.827132716682023	1.69114422696443	0.0884748235081847	0.195500376513095	0.21318131396408	-16.8153434147134	4.23084973765573	7.93289146932167	0.0378149200359936	0.147759180764396	0.0798295930703833	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
"158"	"DEV007"	-0.330320730807195	-0.46860636586539	0.677647690386742	0.128209844380888	0.204740890594078	0.216395946662999	-2.57640692415064	-2.28877760815476	3.13151748374505	0.049647923523265	0.0707573544485226	0.0259130277363028	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
"159"	"Micavibrionaceae"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
"160"	"SCGC AAA011-D5"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1	1	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
"161"	"Blastopirellula"	-0.091246218118664	-0.76673217349555	-0.248817962621847	0.085595952748036	0.187474803618191	0.20266928885662	-1.06601089408118	-4.08978784720888	-1.22770432572976	0.398068101619116	0.0549080972400288	0.344443792237156	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
"162"	"Amoebophilaceae"	-0.245820100585335	0.440537392566409	0.195487771603225	0.136126642789064	0.215877431847122	0.227198268613285	-1.80581916624689	2.04068294122743	0.860428086870527	0.094143944792097	0.0621311296203726	0.405142598535121	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
"163"	"Verrucomicrobiales"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
"164"	"Desulfobacteraceae"	-0.812618479475677	0.207863297616883	2.04378577435547	0.0884871707591384	0.189603958288267	0.204853807137097	-9.18346097523697	1.09630252181157	9.9768015196695	0.0690503634411309	0.47077472600093	0.0635975953642344	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
"165"	"Woesearchaeales"	0.031720452597825	-0.31065911528379	0.377687563940786	0.166651458908193	0.227816734660964	0.235466465253687	0.190340083463052	-1.36363606363734	1.60399725512452	0.852224656400234	0.197716453464181	0.134694263232153	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
"166"	"Spirochaetaceae"	-0.190714265359759	0.260607536733127	0.395213820906707	0.123359047131575	0.200153344618264	0.212404942465964	-1.54600955336776	1.30203938000718	1.86066207461267	0.262142129199778	0.32267222670764	0.203860560086806	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
"167"	"SM2D12"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE
"168"	"Sediminispirochaeta"	-0.555728887628852	0.553809114788316	0.863754548946484	0.0886277569278397	0.19585175397594	0.213654082331653	-6.27037067045851	2.82769545610681	4.04277109765536	0.100680398877879	0.216398662811195	0.154372521058847	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE
"169"	"Peredibacter"	0.291497149967627	0.440395945407697	-0.0168188376356008	0.0904279327996026	0.193148471855298	0.208363886420555	3.22352995300262	2.28009023927267	-0.0807185828817482	0.19149865856776	0.26312504014284	0.948724123789052	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
"170"	"SS1-B-02-17"	-0.473579162800764	0.903761088426347	0.22748158871979	0.111122356191028	0.195440045064034	0.209491839884451	-4.26178114858045	4.62423700388648	1.0858732676426	0.146724470222267	0.135582460887123	0.473805807548667	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
"171"	"Rhodospirillales"	-0.659876364558273	-0.14219059436591	1.28401383184292	0.154422881149701	0.213927180080661	0.226752979016943	-4.2731773921416	-0.664668203041319	5.66261064092558	0.012917466897684	0.542622366931724	0.00479495179489127	1	1	0.795961997951951	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
"172"	"P3OB-42"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE
"173"	"Bacteroidetes BD2-2"	-0.432215911211333	0.984586381953257	0.331017099289735	0.121126175188063	0.202834344903489	0.215089957924317	-3.56831139545407	4.85414036967819	1.53897049627119	0.0234110965640513	0.00831446131507369	0.198643612578765	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
"174"	"Absconditabacteriales (SR1)"	0.103944910205544	0.583150315351943	0.616362444129439	0.10119912681653	0.192704981765217	0.207311822563614	1.02713248103407	3.02612994230956	2.97311767610507	0.491479568954354	0.203182223200133	0.206558056355968	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
"175"	"Rickettsiaceae"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
"176"	"Margulisbacteria"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE
"177"	"Caenarcaniphilales"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
"178"	"Defluviicoccales"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1	1	1	1	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
"179"	"Candidatus Omnitrophus"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1	1	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
"180"	"Bdellovibrio"	-0.712736319678802	1.22218073636088	NA	0.138323213165368	0.204166222801518	NA	-5.15268770417234	5.98620437597574	NA	0.0356619222459019	0.026789645792368	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
"181"	"Gastranaerophilales"	-0.170708161961483	0.929723905631915	0.253098993008677	0.0858351960354291	0.189019512936902	0.204392258830226	-1.98878979540074	4.91866628575154	1.23830028816751	0.296600989539053	0.127689040115839	0.432476729556013	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
