""	"taxon"	"lfc_(Intercept)"	"lfc_typeafter"	"se_(Intercept)"	"se_typeafter"	"W_(Intercept)"	"W_typeafter"	"p_(Intercept)"	"p_typeafter"	"q_(Intercept)"	"q_typeafter"	"diff_(Intercept)"	"diff_typeafter"	"passed_ss_(Intercept)"	"passed_ss_typeafter"
"141"	"CL500-3"	NA	NA	NA	NA	NA	NA	1	1	1	1	FALSE	FALSE	TRUE	TRUE
"142"	"BD2-11 terrestrial group"	1.87173637374393	-2.39226779665595	3.85928440633552e-17	0.280038698318628	48499570818653104	-8.54263289687925	1.31262970294726e-17	0.0741850415245078	3.03217461380817e-15	1	TRUE	FALSE	FALSE	TRUE
"143"	"Spirochaeta 2"	-0.0267397390134791	0.404121170210966	0.11644891263742	0.308226634784167	-0.229626352087435	1.31111696591032	0.826009933489891	0.237758338964643	1	1	FALSE	FALSE	TRUE	TRUE
"144"	"Candidatus Nitrosopumilus"	0.183872141495492	-0.429325478562265	0.226241560229967	0.361840088471368	0.812724865000896	-1.18650611759464	0.46197805214396	0.301078342764461	1	1	FALSE	FALSE	TRUE	TRUE
"145"	"Pla3 lineage"	-0.274842944515873	0.946927974028682	0.136980762712153	0.304504281231453	-2.00643461953428	3.10973615937086	0.138460356796442	0.0528923884294742	1	1	FALSE	FALSE	TRUE	TRUE
"146"	"BD1-7 clade"	NA	NA	NA	NA	NA	NA	1	1	1	1	FALSE	FALSE	TRUE	TRUE
"147"	"Pla4 lineage"	-0.704326307638258	0.490437868321187	4.39107037961804e-17	0.28530180647909	-16039968544059738	1.71901424100212	1	1	1	1	FALSE	FALSE	TRUE	TRUE
"148"	"Chryseobacterium"	NA	NA	NA	NA	NA	NA	1	1	1	1	FALSE	FALSE	TRUE	TRUE
"149"	"Lachnospiraceae"	-0.0316541618501436	-0.748426719504345	0.112694374861654	0.30360100828471	-0.280885021004846	-2.46516546085541	0.825674920799206	0.245333855384166	1	1	FALSE	FALSE	TRUE	TRUE
"150"	"Helicobacteraceae"	1.70734018928107	-2.77917455310599	4.39107037961804e-17	0.28530180647909	38882095746085064	-9.74117404794515	1	1	1	1	FALSE	FALSE	TRUE	TRUE
"151"	"LCP-80"	NA	NA	NA	NA	NA	NA	1	1	1	1	FALSE	FALSE	TRUE	TRUE
"152"	"P.palmC41"	NA	NA	NA	NA	NA	NA	1	1	1	1	FALSE	FALSE	TRUE	TRUE
"153"	"Flavobacteriales"	NA	NA	NA	NA	NA	NA	1	1	1	1	FALSE	FALSE	TRUE	TRUE
"154"	"Nannocystaceae"	NA	NA	NA	NA	NA	NA	1	1	1	1	FALSE	FALSE	TRUE	TRUE
"155"	"Micavibrionales"	-1.28479976246575	1.71320637680688	4.39107037961804e-17	0.28530180647909	-29259375309249912	6.00489144443058	1	1	1	1	FALSE	FALSE	TRUE	TRUE
"156"	"Luteolibacter"	NA	NA	NA	NA	NA	NA	1	1	1	1	FALSE	FALSE	TRUE	TRUE
"157"	"vadinHA49"	-0.678463096217179	1.05079463484366	0.081384512652537	0.291864486807833	-8.33651359582147	3.60028260490462	0.00361797955509797	0.036754868373101	0.759775706570573	1	FALSE	FALSE	TRUE	TRUE
"158"	"WCHB1-41"	-0.041541057421408	-0.692207767315621	0.0710435843146618	0.284327279188179	-0.584726373565514	-2.43454574352498	0.61790790555762	0.135304588344022	1	1	FALSE	FALSE	TRUE	TRUE
"159"	"Gemmataceae"	NA	NA	NA	NA	NA	NA	1	1	1	1	FALSE	FALSE	TRUE	TRUE
"160"	"Lishizhenia"	NA	NA	NA	NA	NA	NA	1	1	1	1	FALSE	FALSE	TRUE	TRUE
"161"	"Ardenticatenales"	NA	NA	NA	NA	NA	NA	1	1	1	1	FALSE	FALSE	TRUE	TRUE
"162"	"SUP05 cluster"	-1.14095872623986	1.37186844892183	4.39107037961804e-17	0.300541116109301	-25983612823329512	4.56466145691328	2.45008181385765e-17	0.137297982338651	5.6351881718726e-15	1	TRUE	FALSE	FALSE	TRUE
"163"	"DEV007"	-0.444408500905811	0.43773432390463	0.0964520503395402	0.300006988785281	-4.60755887864861	1.4590804223495	0.0192270159197891	0.240638932810805	1	1	FALSE	FALSE	TRUE	TRUE
"164"	"Micavibrionaceae"	NA	NA	NA	NA	NA	NA	1	1	1	1	FALSE	FALSE	TRUE	TRUE
"165"	"Ponticaulis"	NA	NA	NA	NA	NA	NA	1	1	1	1	FALSE	FALSE	TRUE	TRUE
"166"	"SCGC AAA011-D5"	-0.546428824966814	0.627770523698094	0.0536912806044102	0.27463903323924	-10.1772358344891	2.28580226304263	0.00202156990956308	0.106365982190567	0.432615960646499	1	FALSE	FALSE	TRUE	TRUE
"167"	"Marinoscillum"	NA	NA	NA	NA	NA	NA	1	1	1	1	FALSE	FALSE	TRUE	TRUE
"168"	"Candidatus Hepatoplasma"	-0.523339395748023	1.38240956472035	0.0453108262338905	0.283911361764235	-11.5499857152591	4.86915900839619	0.0549815537735135	0.128952269094723	1	1	FALSE	FALSE	TRUE	TRUE
"169"	"Unknown Family"	-0.691390332297699	1.12391902144641	0.033714056508672	0.280300741685635	-20.507479784281	4.00968978778841	0.00236935307722225	0.0569380085846965	0.504672205448339	1	FALSE	FALSE	TRUE	TRUE
"170"	"Blastopirellula"	0.00173483938170069	-0.388910073838757	0.0138416582197036	0.274812341097714	0.125334649517002	-1.4151841663489	0.911721029918311	0.292650692678938	1	1	FALSE	FALSE	TRUE	TRUE
"171"	"Flammeovirga"	0.0186769084273939	-0.079468728308537	4.39107037961804e-17	0.28530180647909	425338398448047	-0.27854267482306	1	1	1	1	FALSE	FALSE	TRUE	TRUE
"172"	"Calditrichaceae"	-0.733361789960743	1.42460866846774	4.39107037961804e-17	0.28530180647909	-16701207827703634	4.99333911007726	1	1	1	1	FALSE	FALSE	TRUE	TRUE
"173"	"Xenococcus PCC-7305"	-1.05089989791823	1.63057500076812	4.39107037961804e-17	0.28530180647909	-23932658943390568	5.71526349899794	1	1	1	1	FALSE	FALSE	TRUE	TRUE
"174"	"A4b"	-0.349820664050781	0.00569357848417005	0.043411039902077	0.294501656875072	-8.05833412053426	0.0193329251338823	0.00399178802517693	0.985789446589861	0.830291909236801	1	FALSE	FALSE	TRUE	TRUE
"175"	"Amoebophilaceae"	0.0232324912429521	-0.125504254848761	0.0996442054601099	0.306698889686669	0.233154463279379	-0.409210007173416	0.820857789553293	0.691952538832428	1	1	FALSE	FALSE	TRUE	TRUE
"176"	"AT-s2-59"	NA	NA	NA	NA	NA	NA	1	1	1	1	FALSE	FALSE	TRUE	TRUE
"177"	"Woesearchaeales"	-0.063799761655024	0.0258172919206637	0.168780593975202	0.300711393658995	-0.378004130406117	0.0858540529725997	0.715260124003042	0.933692271274317	1	1	FALSE	FALSE	TRUE	TRUE
"178"	"Spirochaetaceae"	-0.293936466833761	0.141342134918773	0.0906215774348417	0.295486397579351	-3.2435593724365	0.478337196150685	0.190385579538482	0.715960842545178	1	1	FALSE	FALSE	TRUE	TRUE
"179"	"Planctomycetales"	-0.38856195505412	-0.152269568600192	0.169601895787823	0.330824612749586	-2.29102365424159	-0.460272793292593	0.262006673977634	0.725385232113334	1	1	FALSE	FALSE	TRUE	TRUE
"180"	"Haliangium"	NA	NA	NA	NA	NA	NA	1	1	1	1	FALSE	FALSE	TRUE	FALSE
"181"	"Sediminispirochaeta"	-0.460326560464865	0.718542243220908	4.39107037961804e-17	0.301776485654648	-10483242596191486	2.38104119233202	6.07273719487196e-17	0.253129363740228	1.35422039445645e-14	1	TRUE	FALSE	FALSE	TRUE
"182"	"Desulfobacteraceae"	NA	NA	NA	NA	NA	NA	1	1	1	1	FALSE	FALSE	TRUE	TRUE
"183"	"SS1-B-02-17"	-0.368607253921588	-0.0257878103835161	0.0920134189539426	0.295952861322534	-4.00601627580097	-0.08713485745087	0.155733280413777	0.944667980294572	1	1	FALSE	FALSE	TRUE	TRUE
"184"	"Rhodospirillales"	-0.522513250305872	1.01155792709812	0.136853251527555	0.317502586741815	-3.81805506609148	3.18598326230548	0.0316149261323151	0.0498644552770578	1	1	FALSE	FALSE	TRUE	TRUE
"185"	"Izemoplasmatales"	NA	NA	NA	NA	NA	NA	1	1	1	1	FALSE	FALSE	TRUE	TRUE
"186"	"Actibacter"	NA	NA	NA	NA	NA	NA	1	1	1	1	FALSE	FALSE	TRUE	FALSE
"187"	"Aestuariibacter"	NA	NA	NA	NA	NA	NA	1	1	1	1	FALSE	FALSE	TRUE	TRUE
"188"	"SZB85"	NA	NA	NA	NA	NA	NA	1	1	1	1	FALSE	FALSE	TRUE	TRUE
"189"	"Subgroup 10"	NA	NA	NA	NA	NA	NA	1	1	1	1	FALSE	FALSE	TRUE	TRUE
"190"	"SBR1031"	NA	NA	NA	NA	NA	NA	1	1	1	1	FALSE	FALSE	TRUE	TRUE
"191"	"Flavobacterium"	NA	NA	NA	NA	NA	NA	1	1	1	1	FALSE	FALSE	TRUE	TRUE
"192"	"Pirellula"	0.239624285848456	-0.209255327332622	4.39107037961804e-17	0.28530180647909	5457081420528272	-0.733452514426886	1	1	1	1	FALSE	FALSE	TRUE	TRUE
"193"	"Carboxylicivirga"	NA	NA	NA	NA	NA	NA	1	1	1	1	FALSE	FALSE	TRUE	FALSE
"194"	"Saccharibacillus"	NA	NA	NA	NA	NA	NA	1	1	1	1	FALSE	FALSE	TRUE	TRUE
"195"	"Pir4 lineage"	-0.357752717358285	0.295744705193556	4.39107037961804e-17	0.28530180647909	-8147278144728906	1.03660298840495	1	1	1	1	FALSE	FALSE	TRUE	TRUE
"196"	"SAR202 clade"	0.811460454667039	-1.02534889398411	4.39107037961804e-17	0.28530180647909	18479787034012988	-3.59390957469895	1	1	1	1	FALSE	FALSE	TRUE	TRUE
"197"	"P3OB-42"	-0.678860605866559	0.25289001141593	4.39107037961804e-17	0.279967088986181	-15460025624221740	0.903284783692602	4.11784422511026e-17	0.532321965881339	9.30632794874919e-15	1	TRUE	FALSE	FALSE	TRUE
"198"	"Kapabacteriales"	NA	NA	NA	NA	NA	NA	1	1	1	1	FALSE	FALSE	TRUE	TRUE
"199"	"Marinifilaceae"	NA	NA	NA	NA	NA	NA	1	1	1	1	FALSE	FALSE	TRUE	TRUE
"200"	"Absconditabacteriales (SR1)"	0.182297143005924	0.441996972695068	0.0591541132297029	0.286678113922831	3.08173232684667	1.54178833761285	0.19975415941422	0.366303772555361	1	1	FALSE	FALSE	TRUE	TRUE
"201"	"Rickettsiaceae"	NA	NA	NA	NA	NA	NA	1	1	1	1	FALSE	FALSE	TRUE	TRUE
"202"	"Cyanobacteriia"	NA	NA	NA	NA	NA	NA	1	1	1	1	FALSE	FALSE	TRUE	TRUE
"203"	"0319-6G20"	NA	NA	NA	NA	NA	NA	1	1	1	1	FALSE	FALSE	TRUE	TRUE
"204"	"Zixibacteria"	NA	NA	NA	NA	NA	NA	1	1	1	1	FALSE	FALSE	TRUE	TRUE
"205"	"Desulfobacter"	NA	NA	NA	NA	NA	NA	1	1	1	1	FALSE	FALSE	TRUE	FALSE
"206"	"Margulisbacteria"	NA	NA	NA	NA	NA	NA	1	1	1	1	FALSE	FALSE	TRUE	TRUE
"207"	"Caenarcaniphilales"	NA	NA	NA	NA	NA	NA	1	1	1	1	FALSE	FALSE	TRUE	TRUE
"208"	"FS142-36B-02"	-0.158759317852171	0.200283690418096	4.39107037961804e-17	0.28530180647909	-3615503832256512	0.702006387165216	1	1	1	1	FALSE	FALSE	TRUE	TRUE
"209"	"Lentimicrobiaceae"	NA	NA	NA	NA	NA	NA	1	1	1	1	FALSE	FALSE	TRUE	TRUE
"210"	"WPS-2"	NA	NA	NA	NA	NA	NA	1	1	1	1	FALSE	FALSE	TRUE	TRUE
"211"	"Anaerolineaceae"	-0.275216424023666	0.0613279847065957	4.39107037961804e-17	0.28530180647909	-6267638644580455	0.214958276862822	1	1	1	1	FALSE	FALSE	TRUE	TRUE
"212"	"MidBa8"	NA	NA	NA	NA	NA	NA	1	1	1	1	FALSE	FALSE	TRUE	TRUE
"213"	"Defluviicoccales"	NA	NA	NA	NA	NA	NA	1	1	1	1	FALSE	FALSE	TRUE	FALSE
"214"	"Phycisphaeraceae"	-0.419057460249556	0.796000009045363	4.39107037961804e-17	0.28530180647909	-9543401130500860	2.79002793171484	1	1	1	1	FALSE	FALSE	TRUE	TRUE
"215"	"Bacteroidetes BD2-2"	NA	NA	NA	NA	NA	NA	1	1	1	1	FALSE	FALSE	TRUE	TRUE
"216"	"Sumerlaea"	NA	NA	NA	NA	NA	NA	1	1	1	1	FALSE	FALSE	TRUE	TRUE
"217"	"Candidatus Omnitrophus"	-0.134552258659765	-0.0422980643110265	0.0945203630812017	0.275623746334696	-1.42352668010989	-0.153463062865647	0.204441652035301	0.883064415749141	1	1	FALSE	FALSE	TRUE	TRUE
"218"	"Candidatus Falkowbacteria"	NA	NA	NA	NA	NA	NA	1	1	1	1	FALSE	FALSE	TRUE	TRUE
"219"	"Gracilibacteria"	NA	NA	NA	NA	NA	NA	1	1	1	1	FALSE	FALSE	TRUE	TRUE
"220"	"Bdellovibrio"	NA	NA	NA	NA	NA	NA	1	1	1	1	FALSE	FALSE	TRUE	TRUE
"221"	"Thermoplasmata"	-0.0724838699695835	0.102852828485418	4.39107037961804e-17	0.28530180647909	-1650710731170030	0.360505353102122	1	1	1	1	FALSE	FALSE	TRUE	TRUE
"222"	"AKAU3564 sediment group"	-1.14095872623986	0.965004097028965	4.39107037961804e-17	0.28530180647909	-25983612823329512	3.38239743006916	1	1	1	1	FALSE	FALSE	TRUE	TRUE
"223"	"Microcystaceae"	NA	NA	NA	NA	NA	NA	1	1	1	1	FALSE	FALSE	TRUE	TRUE
"224"	"Desulfovibrio"	NA	NA	NA	NA	NA	NA	1	1	1	1	FALSE	FALSE	TRUE	FALSE
"225"	"SM2D12"	-0.704326307638258	0.713932844264681	4.39107037961804e-17	0.285296492593492	-16039968544059740	2.50242418956736	3.96895898279893e-17	0.24202519380862	9.04922648078155e-15	1	TRUE	FALSE	FALSE	TRUE
"226"	"Clade I"	NA	NA	NA	NA	NA	NA	1	1	1	1	FALSE	FALSE	TRUE	TRUE
"227"	"NS10 marine group"	NA	NA	NA	NA	NA	NA	1	1	1	1	FALSE	FALSE	TRUE	TRUE
"228"	"Thalassospira"	NA	NA	NA	NA	NA	NA	1	1	1	1	FALSE	FALSE	TRUE	TRUE
"229"	"Gastranaerophilales"	-0.0683824231234557	0.124804055878495	0.00469532748145056	0.279971119467923	-14.563930501889	0.445774750323111	0.0436435842902459	0.733043267444026	1	1	FALSE	FALSE	TRUE	TRUE
"230"	"Leptospiraceae"	-0.477948978077748	0.46679309281476	4.39107037961804e-17	0.28530180647909	-10884566557990876	1.63613788000663	1	1	1	1	FALSE	FALSE	TRUE	TRUE
"231"	"Peredibacter"	1.01419300872112	-0.541217678094192	4.39107037961804e-17	0.28530180647909	23096714947423420	-1.89700052997687	1	1	1	1	FALSE	FALSE	TRUE	TRUE
"232"	"SCGC AAA286-E23"	-0.275216424023666	0.559782002138909	4.39107037961804e-17	0.28530180647909	-6267638644580455	1.96206960287836	1	1	1	1	FALSE	FALSE	TRUE	TRUE
"233"	"BD2-3"	NA	NA	NA	NA	NA	NA	1	1	1	1	FALSE	FALSE	TRUE	TRUE
