""	"taxon"	"lfc_(Intercept)"	"lfc_typeafter"	"se_(Intercept)"	"se_typeafter"	"W_(Intercept)"	"W_typeafter"	"p_(Intercept)"	"p_typeafter"	"q_(Intercept)"	"q_typeafter"	"diff_(Intercept)"	"diff_typeafter"	"passed_ss_(Intercept)"	"passed_ss_typeafter"
"148"	"Rubritaleaceae"	-0.90249342435246	1.7199483817678	9.28375405506863e-17	0.275407715208168	-9721212119570614	6.2450987637284	1	1	1	1	FALSE	FALSE	TRUE	TRUE
"149"	"Flammeovirgaceae"	0.0209157264197869	0.494699302015706	0.0303445995561184	0.271565917556991	0.689273436649112	1.82165459666671	0.615805956173593	0.319607224522946	1	1	FALSE	FALSE	TRUE	TRUE
"150"	"Chryseobacterium"	NA	NA	NA	NA	NA	NA	1	1	1	1	FALSE	FALSE	TRUE	TRUE
"151"	"Caulobacter"	NA	NA	NA	NA	NA	NA	1	1	1	1	FALSE	FALSE	TRUE	TRUE
"152"	"Woeseia"	0.126532781318267	0.111028525049189	0.0140599405413742	0.294421225453715	8.9995246385231	0.377107747167649	0.0121229174839985	0.742347472162042	1	1	FALSE	FALSE	TRUE	TRUE
"153"	"A4b"	NA	NA	NA	NA	NA	NA	1	1	1	1	FALSE	FALSE	TRUE	TRUE
"154"	"Colwelliaceae"	-1.48351192629158	1.59111902205278	9.28375405506863e-17	0.275407715208168	-15979655616594404	5.77732189111016	1	1	1	1	FALSE	FALSE	TRUE	TRUE
"155"	"Bacteroidia"	-0.592366486415492	1.88301864400491	0.307916808078686	0.412198080720051	-1.92378743502731	4.56823729192417	0.150078393140952	0.0196768534438331	1	1	FALSE	FALSE	TRUE	TRUE
"156"	"Vicingus"	NA	NA	NA	NA	NA	NA	1	1	1	1	FALSE	FALSE	TRUE	TRUE
"157"	"Dietzia"	-0.359391579074062	0.906273876780914	9.28375405506863e-17	0.275407715208168	-3871188066188010	3.29066263120444	1	1	1	1	FALSE	FALSE	TRUE	TRUE
"158"	"Algivirga"	-0.254689075412394	-0.0503579455207971	1.2492192978308e-16	0.37594156797448	-2038785950990728	-0.133951522818077	3.12254345316742e-16	0.915228427658146	5.68302908476471e-14	1	TRUE	FALSE	FALSE	TRUE
"159"	"Stenotrophomonas"	-1.88276577440047	2.38962671827055	9.28375405506863e-17	0.275407715208168	-20280220299163796	8.67668763914018	1	1	1	1	FALSE	FALSE	TRUE	TRUE
"160"	"Flavobacteriales"	-0.594921909457552	1.52179357881797	0.117409435315058	0.296939929795139	-5.06707069888489	5.12492065269858	0.124044580983754	0.12267896580704	1	1	FALSE	FALSE	TRUE	TRUE
"161"	"HOC36"	NA	NA	NA	NA	NA	NA	1	1	1	1	FALSE	FALSE	TRUE	TRUE
"162"	"Caldithrix"	NA	NA	NA	NA	NA	NA	1	1	1	1	FALSE	FALSE	TRUE	TRUE
"163"	"Terasakiella"	NA	NA	NA	NA	NA	NA	1	1	1	1	FALSE	FALSE	TRUE	TRUE
"164"	"WCHB1-41"	-0.346169800928164	0.675090498556314	9.28375405506863e-17	0.275407715208168	-3728769621370640	2.45124032943682	1	1	1	1	FALSE	FALSE	TRUE	TRUE
"165"	"Cyanobacteriales"	NA	NA	NA	NA	NA	NA	1	1	1	1	FALSE	FALSE	TRUE	TRUE
"166"	"Agaribacterium"	0.28021168331952	-0.561935694383107	9.28375405506863e-17	0.275407715208168	3018301450656522	-2.04037745986297	1	1	1	1	FALSE	FALSE	TRUE	TRUE
"167"	"Amoebophilaceae"	-0.387186155482696	0.148526898664205	0.123081900285346	0.28907566055506	-3.14576029932155	0.513799392100378	0.0514337104805669	0.642841431345412	1	1	FALSE	FALSE	TRUE	TRUE
"168"	"KD4-96"	NA	NA	NA	NA	NA	NA	1	1	1	1	FALSE	FALSE	TRUE	TRUE
"169"	"Verrucomicrobiales"	NA	NA	NA	NA	NA	NA	1	1	1	1	FALSE	FALSE	TRUE	TRUE
"170"	"Desulfobacteraceae"	-0.727239826951612	1.63814917985564	9.28375405506863e-17	0.275407715208168	-7833467179740319	5.94808746958101	1	1	1	1	FALSE	FALSE	TRUE	TRUE
"171"	"Zoogloea"	NA	NA	NA	NA	NA	NA	1	1	1	1	FALSE	FALSE	TRUE	TRUE
"172"	"Lentimonas"	NA	NA	NA	NA	NA	NA	1	1	1	1	FALSE	FALSE	TRUE	TRUE
"173"	"Peredibacter"	-0.244699378929819	0.125178838552218	9.28375405506863e-17	0.275407715208168	-2635780498689758	0.454521902037497	1	1	1	1	FALSE	FALSE	TRUE	TRUE
"174"	"Planctomycetota"	-1.18961859384053	1.00333235715066	9.28375405506863e-17	0.275407715208168	-12813982218658970	3.6430800654669	1	1	1	1	FALSE	FALSE	TRUE	TRUE
"175"	"Anaerococcus"	NA	NA	NA	NA	NA	NA	1	1	1	1	FALSE	FALSE	TRUE	TRUE
"176"	"Kordiimonas"	0.797425885516253	-1.06039023639231	9.28375405506863e-17	0.275407715208168	8589476636133892	-3.85025610335865	1	1	1	1	FALSE	FALSE	TRUE	TRUE
"177"	"OM190"	-0.205288320320694	0.156800356584576	0.221766351362119	0.344450236663083	-0.925696432573226	0.45521918667731	0.406997286961649	0.672565466936643	1	1	FALSE	FALSE	TRUE	TRUE
"178"	"DEV007"	NA	NA	NA	NA	NA	NA	1	1	1	1	FALSE	FALSE	FALSE	FALSE
"179"	"Bacteriovoracaceae"	-0.0733793860506937	-0.531738108487526	9.28375405506863e-17	0.275407715208168	-790406398267638	-1.93073061909543	1	1	1	1	FALSE	FALSE	TRUE	TRUE
"180"	"Woesearchaeales"	-0.165500126796034	0.330144088909024	0.103725860475445	0.333462391449939	-1.5955531825664	0.990048945170437	0.20885888475444	0.395137453647717	1	1	FALSE	FALSE	TRUE	TRUE
"181"	"Rhodospirillales"	NA	NA	NA	NA	NA	NA	1	1	1	1	FALSE	FALSE	TRUE	TRUE
"182"	"Thiovulum"	0.464937733719628	-0.39952147469243	9.28375405506863e-17	0.275407715208168	5008078962042166	-1.4506546208789	1	1	1	1	FALSE	FALSE	TRUE	TRUE
"183"	"Bacteroidetes BD2-2"	0.253315192645203	-0.0163012043069956	0.0602116264766693	0.289181669575239	4.20708104843102	-0.0563701161658668	0.0521209253970828	0.960171935360664	1	1	FALSE	FALSE	TRUE	TRUE
"184"	"TG3"	NA	NA	NA	NA	NA	NA	1	1	1	1	FALSE	FALSE	TRUE	TRUE
"185"	"Brevundimonas"	NA	NA	NA	NA	NA	NA	1	1	1	1	FALSE	FALSE	TRUE	TRUE
"186"	"Spongiibacteraceae"	NA	NA	NA	NA	NA	NA	1	1	1	1	FALSE	FALSE	TRUE	TRUE
"187"	"Ardenticatenales"	0.201877745111897	-0.225284262827791	9.28375405506863e-17	0.282509210573804	2174527070777782	-0.797440417500786	2.92762403799312e-16	0.571441402134696	5.35755198952742e-14	1	TRUE	FALSE	FALSE	TRUE
"188"	"Margulisbacteria"	NA	NA	NA	NA	NA	NA	1	1	1	1	FALSE	FALSE	TRUE	TRUE
"189"	"Planktothricoides SR001"	-1.33345963006642	1.04041929006469	9.28375405506863e-17	0.275407715208168	-14363366609635570	3.77774198982874	1	1	1	1	FALSE	FALSE	TRUE	TRUE
"190"	"Cyanobiaceae"	-1.18961859384053	1.3461956312647	9.28375405506863e-17	0.275407715208168	-12813982218658972	4.88800987382351	1	1	1	1	FALSE	FALSE	TRUE	TRUE
"191"	"Spirochaetaceae"	NA	NA	NA	NA	NA	NA	1	1	1	1	FALSE	FALSE	TRUE	TRUE
